mt_main_poi_id	mt_poi_cate2_id	mt_poi_cate3_id	poi_name
90687291	201	1921	遇见辣魅
90687316	229	2003	朱罗纪主题餐厅
90687351	184	236	好味粉店
90687371	2164	2051	兰州拉面
90687376	10	2082	鑫香园蒸饺
90687401	10	2109	喜盛猪脚粉
90687406	10	11	优客汉堡奶茶店
90687411	184	2124	Yee Jae Braised Beef / Pork Noodle
90687476	201	244	胜万家火锅香河肉饼
90687481	10	11	龙祥餐馆
90687491	10	1951	朱姐米线店
90687506	184	2124	Chao Sap
90687521	184	2124	佛全心饭庄
90687586	2163	9	聚缘海鲜烧烤
90687596	10	183	皖太和阮记牛肉板面
90687621	10	11	肯德基（通池路店）
90687646	23	2042	天幸
90687651	10	11	大司马驴肉店（白金都会店）
90687666	257	665	苏北果园
90687726	10	1951	一锅香米线
90687736	10	1955	广福记冒菜（色拉南路店）
90687791	10	1949	晏记多味粉面
90687806	2166	35	满江红食府（009乡道）
90687836	10	11	小个子馅饼
90687886	10	2087	张亮麻辣烫（火车站店）
90687956	184	2124	サンマルクカフェワカバウォーク店
90687961	23	317	福来火锅 麻辣烫 串串香 铁板烧
90688016	10	2083	如意馄饨（利尔达园区店）
90688036	10	2109	正宗赤水扯面
90688111	2163	9	紫荆花夜市饮品
90688116	175	2007	东北特色铁锅炖三江鱼（北仑旗舰店）
90688121	10	11	好食惠饸饹面馆
90688126	10	2087	晶晶川天椒麻辣烫米线
90688141	255	662	亚林瓜子
90688161	249	12	文昌美味猪脚店
90688166	30	1911	明秋饭店
90688171	230	230	永发川湘菜馆
90688181	10	2109	小武正版炸鸡（七桂塘菜场店）
90688206	229	2003	川菜馆
90688211	257	665	MissGuo.果小姐
90688241	315	383	伊清烧烤
90688281	229	2002	巧媳妇酸菜鱼
90688296	184	2124	Senbajiyuken Nagoyasakaeten
90688306	10	2087	天天香麻辣烫
90688321	2165	2110	酸奶吧
90688371	257	666	小阎水产品
90688381	184	2124	Wagyu Yakiniku Koki
90688441	255	258	明记食品店
90688466	184	2124	ポプリンキッチン
90688491	184	2124	Shanghai μ
90688496	309	26	pizza pasta
90688506	10	2109	放心早点
90688566	10	2109	君子小吃
90688586	10	2109	宁宁小吃
90688601	174	305	晓泉手工炮仗
90688661	10	1977	贺氏坛子香脆萝卜
90688666	249	179	顶好蛋糕
90688696	10	11	迦南美食快餐
90688726	230	230	鹅品轩鹅名堂（寻甸分店）
90688771	10	1961	犟老头炸酱面（华庭家园店）
90688836	235	235	新疆椒麻鸡
90688881	307	307	百乡园休闲山庄
90688886	2165	1988	Bonnet
90688896	319	2121	青蛙深井泵（建昌总经销）
90688906	255	258	美莱居饰材专卖（扬州店）
90688926	10	11	湘香美食
90688936	2165	13	lce cream冰淇淋
90688951	184	2124	辣脖汪（四店）
90688961	184	2124	雅香羊肉馆
90688966	10	2109	香酥肉饼
90688986	10	2090	久味熟食
90689006	229	2032	少林烤鱼
90689016	184	2124	紫云阁商务酒店
90689021	184	2124	Raguman
90689061	10	183	襄阳牛杂面
90689116	184	236	Tokyo Hanten
90689141	10	11	驴肉火烧
90689156	249	12	可口蛋糕（绛唇蛋糕店）
90689166	10	183	师专冷面
90689176	10	2090	乡村袁熟食店
90689186	201	244	川味串串香火锅
90689201	30	1911	宗尧饭店
90689206	184	2124	润泽方圆（好邻居苏州街店）
90689251	184	2124	KIBIYAベーカリー
90689266	315	383	彭家烧烤
90689286	257	667	鲜果汇【水果超市】
90689306	230	230	湘土人家
90689311	10	183	鸡汤铺盖面
90689316	201	153	灌县老妈砂锅串串
90689321	184	2124	Toliuo Ebisu
90689326	23	2042	鈴木食堂
90689351	255	258	グルメプラザ・マルシン福井店
90689376	249	179	吉品香饼店
90689406	10	11	好口福快餐店
90689416	184	2124	365 Days
90689421	10	11	小禾苗快餐木桶饭
90689446	10	11	源点饮食店
90689451	30	1911	寿丰饭店
90689476	184	2124	和蘭陀屋
90689501	249	179	皇家蛋糕
90689521	249	179	酸奶吧
90689561	10	11	新一派驰名牛腩粉面馆
90689566	10	2089	小贺炸串
90689586	184	2124	方师傅老厨房
90689611	230	230	江南湘菜馆（安东路）
90689616	10	11	伙计大排档
90689636	2164	2051	清真唉得牛肉
90689641	23	2042	锦瑞康食品店
90689671	10	183	老菜场面馆
90689676	10	11	新莞人快餐城
90689696	184	236	东王饭庄
90689716	184	2124	广场花菇鸡
90689721	10	2109	鲜芋仙（建设西路店）
90689741	257	665	联缘水果店
90689746	249	12	一鸣真鲜奶吧
90689761	10	2109	绥化老乡小吃
90689786	10	183	田记刀削面
90689826	10	11	宝实嘉大排档
90689831	184	2124	Ethiopian Restaurant
90689851	10	2082	酸汤水饺（联盟路店）
90689866	10	11	黄焖鸡米饭（中旺店）
90689876	10	2019	北舞渡炖肉胡辣汤
90689886	23	2042	Yukiguni
90689906	184	2124	廖氏卤白鹅
90689941	2165	1988	波派奶茶咖啡店
90689946	10	2109	佳佳香小吃
90689956	229	2001	夯大师
90689981	315	2044	友鹏烧烤
90689991	184	2124	Ringer Hut Nakanominamiguchiten
90690031	174	2058	腊汁肉白吉馍
90690041	184	2124	世界经典啤酒体验店
90690086	10	11	萧县大湾老味面皮
90690096	10	2103	Teuchisobakato
90690116	257	667	文波奶行
90690136	304	304	杨家饭店
90690161	10	11	一点味（预付）（径河路店）
90690186	2165	2113	酷茶
90690256	2165	2110	海记珍珠奶茶
90690276	257	665	天天鲜水果超市
90690286	2165	1988	爱琴海休闲屋
90690306	10	183	云华杂酱面
90690311	249	179	Sakura Bekery
90690326	184	2124	街巴
90690341	184	236	祺缘酒店
90690346	10	183	五香鼎面庄
90690376	184	2124	琉球らーめん虎
90690381	23	2042	Japanese Dining Danya Ushiku
90690421	249	179	かじパン
90690436	10	183	双鹏大碗面
90690441	2164	2055	格日勒
90690446	10	2109	砂锅黄焖鸡
90690461	255	258	东北铁锅炒瓜子
90690476	10	11	豪大大鸡排（乳山店）
90690481	10	183	豪竿面
90690491	229	2001	新派烤鱼干锅
90690541	201	244	和顺塘铜锅鱼
90690566	23	2042	おばんざい処おばん
90690571	2164	2045	大刘哥刀削面家常菜
90690591	27	1993	香酥贡鸭
90690616	10	11	诈马宴（光谷店）
90690626	30	1911	味香餐饭店
90690646	10	2090	绝味鸭脖
90690696	257	665	心怡水果店（桂花岗店）
90690721	10	183	迎宾面馆
90690746	184	236	Tontonkyo
90690761	201	241	馨雨鱼庄
90690766	298	298	金池实惠饭店
90690771	2165	13	haagen-dazs（机场店）
90690831	184	236	回味小厨房
90690851	23	2042	ほっかほっか亭前橋元総社店
90690981	255	258	吕师手工面条粮油
90690986	315	383	麻吗鄉烧烤
90690991	315	383	清江原食原味美食广场
90691001	184	2124	おきらず
90691016	10	183	川渝重庆小面（老城店）
90691031	255	662	果真如此
90691051	249	179	美心门
90691056	2164	2051	红大饭馆
90691101	10	1975	福缘炖品
90691106	249	12	朱仔包（朝福路店）
90691151	257	665	鲜果之家
90691176	10	11	乐天快餐
90691216	184	236	新里製麺所
90691226	30	1911	景华土味饭店
90691291	10	1955	金三顾冒菜
90691306	255	258	高木とうふ店
90691346	10	251	兄弟粥铺
90691361	10	11	彭记熏肉大饼
90691406	184	2124	文玉食尚餐厅
90691411	319	2121	银豪酒家
90691416	229	2001	麻辣香锅（中心路店）
90691441	27	1993	御麦香果碳烤鸭
90691466	201	153	川南原味串串香
90691481	255	258	冰宇食品总经销
90691506	229	2001	川香缘香辣鹅干锅鹅翅
90691511	10	2109	章鱼小丸子
90691536	201	244	德赛居涮园
90691561	257	666	金锣冷鲜肉（财政巷）
90691581	27	1993	富强富国北京烤鸭
90691611	249	179	かめや弥彦店
90691631	10	1943	五福包子铺
90691661	10	11	姐妹快餐店
90691671	10	2088	忆口香龙虾（西流湾店）
90691716	2164	2046	土灶锅台农家菜馆
90691736	201	241	鲜鱼坊
90691766	184	236	源喜餃子渡辺通り店
90691776	257	666	小刘蔬菜批零店
90691781	175	2005	蜀王砂锅（新东店）
90691801	184	2124	嗨辣私房小厨（大学城店）
90691811	10	11	鹤舞快餐店
90691841	10	2109	陕西民族特色小吃
90691866	184	2124	ｒａｉ
90691901	175	2007	常回家看看
90691946	249	12	可口蛋糕（雅姿蛋糕店）
90691961	2164	2051	马德祥五香羊头专卖店
90691966	228	228	花路米都市田园
90691981	315	383	大胡子烧烤
90691986	10	2109	刘祥大饼小吃
90691991	307	307	锦鸿文桥醋血鸭
90692021	184	2124	豊島屋菓寮 八十小路
90692036	2165	2110	醒狮堂
90692041	10	2084	食缘大排档
90692051	249	1903	90girls
90692071	249	12	麦恬蛋糕（文静蛋糕店）
90692081	315	383	胜宝海鲜烧烤
90692106	2164	2045	大厨小爱家常菜
90692116	2165	2113	老客儿刨冰
90692121	23	2042	本丸せんべい中央店
90692156	10	2088	小胖花甲
90692171	2165	1988	波顿咖啡
90692206	229	2032	快乐的鱼
90692246	184	2124	望百年酒楼
90692261	2165	13	广美冷饮店
90692271	257	667	云海水产干调批发部
90692291	2165	2110	Goram果然（华鑫店）
90692316	255	258	恒发粮油商店
90692336	309	2062	ステーキガストサザンビーチちがさき店
90692351	2163	2039	贪吃嘴水煮活鱼
90692376	2165	1988	Coffee House Tannentei
90692381	184	2124	Sakana-Tei
90692396	10	11	老灶炖山羊
90692421	27	1993	不吹刘烤鸭（曙宏南苑店）
90692426	249	12	清新蛋糕
90692436	10	11	安徽老母鸡汤
90692441	10	2109	鸭霸王
90692456	30	1911	志愿饭店
90692501	10	11	牛肉板面
90692506	2165	2110	张阿姨奶茶
90692526	2164	2053	农夫之家
90692551	184	236	夫子庙（小张面条店）
90692566	184	236	イオンイオンモール２Ｆイオンモール専門店丸亀製麺
90692571	184	2124	Nayabashi Manju Banshoan osu bansho-ji dori
90692581	23	2042	ガスト白石店
90692586	201	244	佬李火锅
90692626	10	2109	军娃肉店
90692681	2164	2046	雷记多多农家菜
90692696	30	1911	客来红饭店
90692711	10	11	摘鲜（金融街店）
90692736	30	1911	秋韵江南
90692771	10	11	悠米盒子
90692781	10	2093	胖师傅生煎
90692796	2166	36	露露小菜馆
90692811	2164	120	家和饺子私房菜
90692816	201	1922	小小河边鱼（时尚鲜鱼餐吧）
90692826	184	2124	Garyumenbu Hien
90692856	10	2082	骨头饺子馆
90692866	255	258	胡老太太活鱼店
90692871	175	2005	凉皮米皮砂锅
90692876	257	667	文杰蛋品批发行
90692906	10	2109	浦小吃
90692916	229	2003	老熊麻辣店
90692921	184	2124	Brasserie De Chef 
90692986	10	2087	红苹果麻辣烫（清真）
90693001	10	251	农家咸骨粥
90693011	309	1848	乐天利（龙山购物城店）
90693026	184	2124	Kanidaiko
90693031	10	183	栾记板面
90693041	2164	2051	清真天天乐餐厅
90693056	309	1848	派乐汉堡（百汇缘店）
90693101	2163	9	魚繁伊勢谷
90693131	23	2042	Yumezake Akiyama
90693141	10	11	东莞市寮步公主殿美食店
90693151	184	2124	Taruya Gensuke
90693156	249	12	美味蛋糕屋（梦雪情缘蛋糕）
90693176	10	11	何记花甲（皇塘店）
90693196	23	2042	Creative Traditional Food Shigaraki
90693211	10	2109	正宗郏县豆腐菜
90693221	10	2109	粒粒香干果店
90693236	255	258	光兴平价粮油店
90693266	10	11	大拇指超级会员节
90693286	10	183	知味肉酱拉面
90693296	23	2042	合資乃佐和
90693311	229	2032	辣尚瘾（珲春店）
90693346	184	2124	家庭饭庄
90693441	184	2124	En Bettei Edaten
90693466	249	179	主题西点
90693471	30	1911	菁菁饭店
90693476	10	2109	开口香小吃店
90693506	10	2109	天下一品三田店
90693526	184	2124	re:Li
90693531	10	11	欣佳小吃
90693551	10	11	宏达快餐
90693591	315	383	兄弟大排挡
90693606	23	2042	Hakata Yatai Fukuro
90693726	184	2124	旺号宝
90693736	201	244	伊人一锅
90693781	229	2003	自贡干妈兔
90693791	23	2042	日本一沼津アントレ店
90693806	10	2109	饼王饼店
90693826	202	171	时尚自助烧烤
90693846	10	183	利华面食店
90693891	10	183	客都面馆
90693911	10	11	食侠客黄焖鸡米饭
90693921	184	2124	チャイム
90693931	184	2124	达搭餐厅
90693956	10	1942	老面汤包
90693961	184	236	Shunkasaccho
90694001	10	11	何记快餐早点
90694006	201	153	壹鼎旺
90694016	315	220	老革命主题烧烤
90694021	10	11	小区餐馆
90694026	10	183	金佰年面食
90694041	23	2042	櫻寿司本店
90694056	249	12	麦香坊蛋糕店
90694076	10	2083	大叔馄饨
90694086	23	2042	Matsu Sushi
90694131	184	2124	Popeyes
90694141	201	244	陶冶家羊肉铺（彭五店）
90694191	2165	1988	时与间
90694196	184	236	兴隆碗秃
90694221	10	2090	竞宇香酥鸭
90694236	10	11	邻家快餐
90694246	249	179	腾腾鲜奶吧
90694266	231	231	星星酒家
90694281	10	11	炒饭王餐厅
90694296	184	2124	家味道一鸡两吃店
90694321	309	26	意大利米兰手工披萨餐厅
90694326	249	1902	臻好时冻酸奶
90694341	23	2042	Kunitachimoranbon
90694356	24	24	美玉小啤酒屋
90694371	255	258	蒙羊商贸内蒙古绿色食品推广中心
90694406	10	2088	舒记香辣虾
90694411	2165	1988	西岸人文咖啡
90694421	184	2124	高齢者専門宅配弁当宅配クックワン・ツゥ・スリー飯塚店
90694426	10	11	湘泉炒鸡油泼面
90694446	10	2109	张记板栗酥饼
90694466	315	383	时间烤坊
90694491	10	2109	韩氏小吃
90694496	2163	9	やまじゅう
90694526	319	233	兴宁市红兴牛餐馆
90694536	2165	2110	好朋友珍珠奶茶
90694541	307	307	晏家生料王
90694546	309	1939	Pizza hot
90694561	202	8	筷味美自助餐厅
90694571	10	1968	原平锅魁
90694601	10	2109	小俩口快餐小吃
90694616	10	2089	客多多
90694626	255	258	承泽冷冻
90694631	10	183	长生面蒸面馆
90694651	184	236	大兵酒楼
90694676	201	241	李老九冷锅鱼
90694686	10	183	四季面条（塔湾家乐福店）
90694706	23	2042	宝来軒
90694726	2163	9	小雨海鲜
90694756	10	11	净菜快餐生鲜食品
90694761	255	258	凯瑞零食瓜子
90694801	257	667	大东关香油坊
90694811	10	183	牛肉手撕面
90694821	10	11	面食抿节（新赛格店）
90694841	10	183	四川小面
90694871	10	11	曾记卤肉饭
90694881	10	11	小知味
90694886	202	8	hiyoung自助餐厅
90694896	2165	13	马迭尔（京华城店）
90694911	184	236	HuangTuDiXiAnXiaoChi
90694936	10	183	周粥小面
90694956	230	230	邻家小厨
90694961	10	11	华仔快餐
90694971	10	11	和谐自选
90694981	184	2124	Restaurat&Bar Salvage
90695011	201	244	张老头羊肉卤
90695021	255	258	鑫龙食品有限公司（南门）
90695026	10	2109	壹鲜居
90695031	174	2058	季香厨汉餐
90695041	184	2124	品全超市 （明桂北苑店）
90695071	23	2042	ラーメンまんとく
90695106	184	2124	Ohashimachi Nomuraya
90695131	257	665	鲜水果
90695156	10	2095	时潮宫廷卤鹅
90695176	24	24	现压冷面百味饭包
90695181	229	2001	凤鸣渔火鸡煲烤鱼（中区华府店）
90695196	2165	1988	Cafe Montana
90695201	10	1965	涛升澄城水盆羊肉
90695231	235	235	北牧涂阔肉汤馆
90695236	10	1943	包子王
90695301	249	179	Saizeriya
90695311	10	2109	正宗老胜利路镇江汤包店
90695331	201	244	福人聚
90695346	23	2042	一平
90695356	10	2082	老李家优质饺子馆
90695381	184	236	滋味小菜馆（金马路）
90695396	30	1911	贵和饭店
90695406	249	12	麦子香烘焙坊
90695476	309	1848	乐而美汉堡
90695491	315	383	辣丫头烧烤
90695496	10	1958	烤猪蹄
90695521	249	12	皇朝雪贝尔
90695541	2164	223	燕儿岛疙瘩汤
90695546	10	11	+-×厨
90695591	2165	13	甜甜冷食
90695671	184	2124	居酒屋にしむら
90695676	184	2124	正宗老字号川味卤肉店
90695731	10	11	旺德福包子面馆
90695781	315	383	馋嘴猫烧烤
90695786	315	383	碳烤疙瘩肉
90695836	10	11	香村美食（146乡道）
90695846	2164	120	牛头肉私房菜第一分店
90695866	184	2124	聚鑫大酒店
90695881	10	2109	汉中小吃
90695896	184	2124	满口香土菜馆
90695901	10	11	托克逊原始拌面馕坑肉
90695921	10	11	有滋有味广东小吃
90695941	2165	13	墨名奇妙
90695951	10	2082	咸骨粥饺子王
90695966	184	2124	居酒屋桂鷲宮駅前店
90695976	201	244	爱回转自助微捞吧
90695981	257	665	王军水果店
90696031	229	2002	番番鱼
90696041	10	11	迪香现磨豆浆
90696046	10	2109	盐嘟嘟
90696066	315	220	四道风清真烤肉
90696096	315	383	青岛扎啤城
90696126	10	2109	食不可挡盐焗食品
90696146	10	11	风临坊黄焖鸡米饭
90696151	23	2042	ちよぼ家
90696161	184	2124	回味源餐厅
90696171	202	8	Seafood Buffet Chiang Mai
90696186	184	2124	アイシンコーヒー店東山店
90696191	315	2044	小邓烧烤
90696196	10	2109	金江冷面
90696251	10	11	柴记削面
90696291	315	383	昭通风味小肉串
90696311	10	2095	自贡特色腌卤
90696316	184	2124	肚儿圆餐馆
90696321	23	2042	Wafutsukesobaramen Sakuranbo
90696351	10	11	上心头
90696366	255	258	中国食品安全报
90696371	184	2124	サンローリー
90696376	10	2109	林志辉手抓饼小吃店
90696421	201	244	美美涮火锅
90696456	249	179	允龙永康糕点
90696486	184	2124	Halser
90696541	10	11	余记全牛馆
90696546	10	1974	亚洲烩面馆
90696551	2165	2113	麦稻先生（南新路沃尔玛面食柜）
90696571	10	2109	喔喔鸡排
90696576	184	2124	Ban
90696596	2164	120	双喜私房菜
90696601	10	11	大发烩面馆
90696611	201	239	老北京酱肉
90696621	249	12	乐佳创意蛋糕（麦琪西饼）
90696681	2165	2110	阿水.大杯茶（二中店）
90696701	2165	13	体坛冰世界
90696706	10	2089	正新鸡排（东街店）
90696741	10	183	鹏飞饸饹面
90696766	257	665	ujia水果吧
90696776	257	665	东台西瓜自产自销
90696836	184	2124	香食·美域中餐厅
90696841	10	11	快易点便当
90696856	184	2124	顺意土鸡馆
90696886	184	2124	志民超市
90696906	249	12	粉色奶奶昔
90696916	10	2021	誉兔头（广安店）
90696921	10	2088	盱眙倪氏龙虾（金象城店）
90696931	201	244	鼎汇丰火锅超市（十三部）
90696951	24	24	全州饭店（原韩式点心店）
90696981	184	2124	Karin
90696991	184	236	China House Ronkochucha
90697001	2163	9	野尻鮮魚店
90697021	10	1952	简阳成王养生羊肉汤
90697051	184	2124	Kamanou Nakatsugawa
90697056	201	1932	京津涮涮锅
90697071	229	2032	食家庄河鲜馆
90697121	30	1998	天地融合餐饮连锁
90697161	10	1976	红美热干面专卖店
90697191	249	12	甜多滋烘焙坊
90697196	10	11	许记熟食店
90697231	10	183	阿芬卤面
90697236	2165	1988	卡布奇诺
90697286	10	11	好人缘菜馆
90697331	10	183	张师傅捞面
90697371	10	11	李记滋补烩面馆
90697376	10	11	旺旺饭店
90697416	30	1911	王记家常菜馆
90697421	315	383	钱庄涮肚烧烤
90697446	257	667	王记百货粮油店
90697491	201	240	聚乡缘
90697506	2165	2110	幸福茶饮
90697531	10	2109	美丰海南鸡饭
90697571	315	220	新疆库尔勒馕坑烤肉啤酒广场
90697586	175	2005	仔仔.东石砂锅
90697606	201	241	兵哥凤鱼庄
90697626	249	12	贝果西点（恐龙园店）
90697661	201	244	品味堂火锅
90697731	30	1998	金源酒家
90697736	10	1943	架子肉烤包子
90697761	10	11	鑫旺餐厅
90697786	184	2124	鸽子情缘餐厅
90697821	2164	2051	吴忠内乡老马清真饭店
90697841	2165	2110	小明同学饮品
90697871	319	2121	锦坤圆酒家
90697911	2165	1988	老塞行动咖啡（南安仑苍店）
90697916	257	665	阳光果园
90697931	10	2109	小山罩饼
90697986	23	2042	河童亭
90697996	201	153	六年二班串串（昆山直营店）
90698001	10	183	比家香多味面包
90698016	10	2109	薛香记老饭盒
90698081	184	236	百味小厨（人民路）
90698106	10	2084	聚味鲜大排档
90698151	249	12	嘉乐士名门
90698181	184	2124	駿河屋駿河町本舗
90698191	10	1952	江集羊肉汤
90698226	10	11	旺口福
90698231	184	236	黄上煌
90698271	184	2124	Tsukemenya Hanbee Hiroomote
90698276	249	12	甜蜜花园烘焙坊
90698316	255	258	恒润食品
90698336	30	1911	川豫饭店
90698376	184	2124	Yui
90698421	229	2003	丽景轩川菜馆
90698491	10	183	安徽正宗牛肉板面
90698501	10	11	马杰饼子店
90698521	249	179	シャトレービバシティ店
90698536	10	2109	斌斌陕西擀面皮
90698576	10	2087	傲雪麻辣烫
90698611	249	12	桂鑫园（常福店）
90698621	30	1911	世豪饭店
90698631	184	236	佳佳粉店
90698646	249	12	尚品烘焙坊
90698656	23	2042	燕
90698676	249	179	豪大大鸡排（春晖店）
90698721	10	2109	允元（北郊店）
90698731	10	2109	周记小吃
90698746	229	2032	泸州烤鱼
90698791	319	2120	正宗港式烧腊
90698861	10	183	时运来特味面馆
90698871	23	2042	Tomochan
90698881	184	2124	グリーン企画社総務部
90698896	201	244	老王家羊肉火锅
90698901	229	2032	阿满烤鱼
90698926	10	2109	屋里香酱鸭烧鸡
90698936	184	236	豫香饭莊
90698946	309	26	扒德筷中西扒饭（高职院店）
90698986	10	11	汪记小厨
90699016	10	183	乐山牛肉面
90699026	249	179	Lenôtre Paris（柏そごう店）
90699066	2165	2110	莱蒙奶茶
90699076	10	2087	重庆麻辣烫
90699116	184	2124	Kakisakaba Sasaki Magobe
90699121	249	12	甜心蛋糕
90699126	10	183	内江特色面馆
90699136	10	2087	轩宇麻辣烫
90699161	184	2124	美心实木门
90699171	184	236	炖老母鸡
90699211	184	2124	Senkyu
90699226	24	24	韩国屋（江科店）
90699236	2165	1988	彼岸之韩艺绣纹秀
90699251	184	2124	Kyushu Chikuho Ramen Yamagoya Gamo
90699256	23	2042	Japanese Restaurant Tomoe Yamato Koriyama
90699261	30	1911	武家饭店
90699276	315	383	权子烤肉
90699321	10	11	来好运小峰快餐
90699361	10	2109	冠城小食店
90699371	300	300	骨汤烫面馆
90699386	23	2042	花子
90699421	201	1933	深州市尚捞小火锅（吉美店）
90699431	308	246	瑞洁美食
90699451	2163	2037	和吧
90699471	10	11	广徳蛋炒饭
90699491	184	2124	太田醸造
90699496	10	2109	富楠小吃
90699501	23	2042	Charcoal Grilled Beef Ichigyu
90699556	309	1848	凡仔汉堡
90699561	23	317	韩国铁板烧
90699576	184	2124	大绿岛
90699601	30	1917	桂臣鲜羊肉店
90699611	10	2090	老宋家熟食
90699646	184	2124	川云食材
90699686	315	220	新疆烧烤
90699706	184	2124	八丈
90699711	10	1962	徐沟王家灌肠
90699721	2165	2113	青春印象
90699726	2166	35	小哥大排档
90699751	10	11	八方快餐
90699761	184	236	Waheihanten
90699771	315	383	梦香烧烤
90699781	10	2109	鼎鼎香食店
90699811	2165	2110	仙雨林（三塘店）
90699816	309	1848	麦当士炸鸡汉堡（凰岗店）
90699821	184	2124	Chegoya Akabane
90699836	30	1911	增辉饭店
90699886	228	228	老厨子
90699916	249	256	建成蛋糕房
90699941	10	1949	开心花甲粉（奎园店）
90699946	255	258	福缘休闲食品
90699971	2164	120	老宴家私房菜
90700031	184	2124	hey!tom
90700056	184	2124	都
90700081	257	665	Q果乐
90700086	10	2109	正新鸡排（九和店）
90700091	184	236	逸品香
90700106	255	258	日本果実加工白河工場
90700116	10	2109	陆记惠成多味小食店
90700136	184	2124	居酒屋ゆうゆう
90700141	10	11	福记快餐店
90700161	10	1950	亮仔过桥米线
90700166	10	11	东英小炒皇
90700236	10	251	嘉和一品粥（长江道店）
90700241	10	2109	小张凉面
90700301	249	179	健康飞扬鲜奶吧（小樵店）
90700306	249	12	思念蛋糕屋（好运来蛋糕店）
90700336	184	2124	小李花店
90700341	249	12	「遇见」私家烘焙（淮河路店）
90700346	10	11	速派便当
90700371	2164	2046	宜品香豆腐坊农家菜
90700406	10	11	锦升和重庆鸡公煲快餐店
90700431	184	2124	Taneyahikone Bunbukuchaya
90700456	10	183	老杨牛肉面
90700486	10	11	泉涌快餐馆
90700496	10	2095	刘老四烤鸡
90700506	184	2124	富丽餐厅
90700531	175	2007	映天红铁锅炖
90700561	23	2042	Irakuya Shirokiya Kokubunji North Entrance Eki-Mae
90700576	30	1911	闽华野味饭店
90700591	10	11	日月明大骨头老汤面
90700611	184	2124	秀池全羊馆
90700616	184	2124	ほっともっと武蔵村山伊奈平店
90700681	229	2001	热火朝天（020乡道）
90700701	10	2084	樊家大排档
90700711	2164	120	七月流风の私厨
90700726	315	2044	旮旮自助烙锅
90700756	10	11	聚和特色羊棒骨
90700761	24	24	石龙超生狗肉粉店（平南分店）
90700776	10	2109	乐滋
90700781	315	318	小五花烤肉
90700791	229	2032	福建云吞
90700796	2163	9	鲜美味烤生蚝
90700816	184	2124	姐妹饭店
90700826	309	1940	MVP品胜牛排
90700871	255	258	兴隆副食
90700901	315	383	火红烧烤店
90700911	2165	2111	宝源堂凉茶
90700931	10	11	九元快餐店
90700936	184	2124	儀平桟橋店
90700966	24	24	臻臻韩式咸菜
90700996	184	2124	常记红烧牛肉面菜馆
90701006	249	179	锦中大饼屋
90701011	184	236	巴比人（三维桥店）
90701026	184	2124	晨食居餐厅
90701046	2164	120	私房菜
90701106	10	2082	荣德饺子馆
90701156	10	1949	标志肠粉世家
90701171	10	183	比道面
90701206	2165	13	冰果加炒酸奶
90701211	249	179	面包狼
90701251	184	236	三和饭庄
90701281	10	2109	河南丰田牛羊鸡鸭烧烤专卖
90701356	10	11	宋记实味餐馆
90701371	2165	2110	休闲水吧
90701396	10	183	百味轩面店
90701421	10	2109	乐仔小食
90701436	10	1974	正宗河南烩面
90701461	10	11	一日三餐
90701496	2164	2045	海亮饺子家常菜
90701506	184	2124	Volcanic Fried Mussel&Oyster
90701516	10	2090	老字号熟食店
90701576	10	1977	虚线土菜馆
90701591	257	665	果品汇（漕湖店）
90701596	249	12	旺府名门
90701611	319	2121	永兴酒家
90701686	10	11	旭东餐馆
90701701	10	2109	粮全齐美手抓饼
90701711	27	1993	独一坊正宗北京烤鸭
90701726	229	2003	四川饭店
90701736	10	11	外婆心
90701806	249	179	顺来利蛋糕店
90701841	10	11	吴记菜馆
90701856	10	2087	贺兰县银河西路伊香酿皮麻辣烫店
90701881	30	1915	阳光餐厅
90701886	2165	2110	贡茶
90701946	184	2124	Raimon Goi
90701951	229	2003	川味餐厅
90701996	184	2124	品牛荟菜馆
90702006	184	2124	Torasan No Mise
90702016	10	2018	鸭血粉丝汤
90702031	184	2124	四庆超市（火炬大道店）
90702056	319	2121	榆树君来酒家
90702141	10	2087	重庆麻辣烫
90702166	184	2124	with Willow
90702251	230	230	何爹浏阳蒸菜
90702261	249	12	莘味园面包
90702276	255	258	汪氏蜜蜂园
90702291	2164	2046	满香楼农庄
90702296	10	183	苏氏牛肉面（西倒一级公路店）
90702321	10	1949	快乐蘑菇
90702326	309	2016	Don's Bar B Q
90702366	10	11	哈发快餐
90702376	249	12	常香园
90702396	184	2124	木馬
90702436	315	383	大家乐烧烤吧
90702461	201	244	养生乌鸡火锅
90702476	10	2109	独一味苕粉店
90702506	10	1961	老北京炸酱面
90702511	255	258	建波三轮摩托专卖
90702556	201	241	我家养生鱼馆
90702611	184	236	随园餐厅
90702621	309	26	富临美达
90702626	315	383	家园烧烤
90702631	184	236	吃的好
90702666	201	244	草原盛宴·内蒙私房菜
90702676	184	2124	れもん軽食喫茶
90702746	255	258	阿丰粮油干果副食店
90702776	184	236	食乐缘
90702781	249	179	王记蛋糕店
90702796	2165	2113	惠翔世纪庄园
90702801	255	258	海军蔬菜水果食品
90702836	10	2090	美鸭美鸭脖王酿皮
90702841	257	665	韩氏炒货店
90702846	10	1944	大西门
90702851	10	2087	九妹麻辣烫
90702876	184	2124	富贵圆
90702926	249	179	法式可丽饼（翰林学院邻里中心店）
90702941	319	2115	琴之韵音乐茶餐厅
90702946	10	1944	倪记花溪牛肉粉
